filename,width,height,class,xmin,ymin,xmax,ymax
IMG-20181103-WA0007.jpg,585,1040,tablebutter,242,515,301,527
IMG-20181103-WA0007.jpg,585,1040,curd,70,770,160,840
IMG-20181103-WA0007.jpg,585,1040,curd,166,759,251,828
IMG-20181103-WA0007.jpg,585,1040,curd,251,759,343,826
IMG-20181103-WA0007.jpg,585,1040,curd,341,760,433,827
IMG-20181103-WA0008.jpg,585,1040,paneer,86,492,209,589
IMG-20181103-WA0008.jpg,585,1040,paneer,14,532,99,629
IMG-20181103-WA0008.jpg,585,1040,setcurd,49,732,133,862
IMG-20181103-WA0008.jpg,585,1040,tablebutter,351,272,404,293
IMG-20181103-WA0008.jpg,585,1040,tablebutter,348,251,401,272
IMG-20181103-WA0008.jpg,585,1040,tablebutter,346,249,399,270
IMG-20181103-WA0008.jpg,585,1040,tablebutter,352,295,405,316
IMG-20181103-WA0008.jpg,585,1040,tablebutter,406,249,459,270
IMG-20181103-WA0008.jpg,585,1040,tablebutter,353,313,406,334
IMG-20181103-WA0008.jpg,585,1040,tablebutter,404,271,457,292
IMG-20181103-WA0008.jpg,585,1040,tablebutter,355,337,408,353
IMG-20181103-WA0008.jpg,585,1040,curd,300,813,408,906
IMG-20181103-WA0008.jpg,585,1040,tablebutter,207,260,270,315
IMG-20181103-WA0008.jpg,585,1040,tablebutter,211,315,274,370
IMG-20181103-WA0008.jpg,585,1040,curd,193,842,280,875
IMG-20181103-WA0009.jpg,585,1040,tablebutter,54,171,105,214
IMG-20181103-WA0009.jpg,585,1040,tablebutter,56,215,107,258
IMG-20181103-WA0009.jpg,585,1040,tablebutter,58,257,105,291
IMG-20181103-WA0009.jpg,585,1040,tablebutter,111,184,163,208
IMG-20181103-WA0009.jpg,585,1040,tablebutter,108,233,160,257
IMG-20181103-WA0009.jpg,585,1040,tablebutter,108,209,160,233
IMG-20181103-WA0009.jpg,585,1040,tablebutter,106,261,163,294
IMG-20181103-WA0009.jpg,585,1040,tablebutter,208,209,254,223
IMG-20181103-WA0009.jpg,585,1040,tablebutter,209,240,255,254
IMG-20181103-WA0009.jpg,585,1040,tablebutter,215,223,261,237
IMG-20181103-WA0009.jpg,585,1040,tablebutter,209,256,255,270
IMG-20181103-WA0009.jpg,585,1040,tablebutter,209,273,255,287
IMG-20181103-WA0009.jpg,585,1040,paneer,106,405,162,458
IMG-20181103-WA0009.jpg,585,1040,setcurd,67,584,129,668
IMG-20181103-WA0009.jpg,585,1040,paneer,171,388,264,462
IMG-20181103-WA0009.jpg,585,1040,paneer,269,378,351,460
IMG-20181103-WA0009.jpg,585,1040,curd,109,871,181,950
IMG-20181103-WA0009.jpg,585,1040,curd,358,882,430,961
IMG-20181103-WA0009.jpg,585,1040,curd,292,902,360,972
IMG-20181103-WA0009.jpg,585,1040,curd,224,901,292,971
IMG-20181103-WA0010.jpg,585,1040,paneer,78,374,159,468
IMG-20181103-WA0010.jpg,585,1040,setcurd,404,571,472,644
IMG-20181103-WA0010.jpg,585,1040,setcurd,406,505,473,570
IMG-20181103-WA0010.jpg,585,1040,curd,97,728,194,797
IMG-20181103-WA0010.jpg,585,1040,curd,194,746,285,801
IMG-20181103-WA0010.jpg,585,1040,curd,297,704,350,781
IMG-20181103-WA0010.jpg,585,1040,curd,351,716,404,793
IMG-20181103-WA0010.jpg,585,1040,tablebutter,457,394,518,414
IMG-20181103-WA0010.jpg,585,1040,tablebutter,454,414,515,434
IMG-20181103-WA0010.jpg,585,1040,tablebutter,375,430,436,450
IMG-20181103-WA0010.jpg,585,1040,tablebutter,371,453,432,473
IMG-20181103-WA0010.jpg,585,1040,tablebutter,438,438,502,478
IMG-20181103-WA0011.jpg,585,1040,paneer,156,455,241,548
IMG-20181103-WA0011.jpg,585,1040,paneer,83,462,161,574
IMG-20181103-WA0011.jpg,585,1040,tablebutter,390,260,455,276
IMG-20181103-WA0011.jpg,585,1040,tablebutter,387,235,452,251
IMG-20181103-WA0011.jpg,585,1040,tablebutter,387,276,452,292
IMG-20181103-WA0011.jpg,585,1040,tablebutter,385,300,450,316
IMG-20181103-WA0011.jpg,585,1040,setcurd,108,665,168,794
IMG-20181103-WA0011.jpg,585,1040,curd,160,821,249,885
IMG-20181103-WA0011.jpg,585,1040,curd,302,829,374,913
IMG-20181103-WA0012.jpg,585,1040,tablebutter,56,241,107,287
IMG-20181103-WA0012.jpg,585,1040,tablebutter,56,284,107,330
IMG-20181103-WA0012.jpg,585,1040,tablebutter,64,331,108,372
IMG-20181103-WA0012.jpg,585,1040,tablebutter,108,247,156,274
IMG-20181103-WA0012.jpg,585,1040,tablebutter,106,275,154,302
IMG-20181103-WA0012.jpg,585,1040,tablebutter,112,303,160,330
IMG-20181103-WA0012.jpg,585,1040,tablebutter,110,335,158,362
IMG-20181103-WA0012.jpg,585,1040,tablebutter,156,245,203,266
IMG-20181103-WA0012.jpg,585,1040,tablebutter,155,271,202,292
IMG-20181103-WA0012.jpg,585,1040,tablebutter,161,299,208,320
IMG-20181103-WA0012.jpg,585,1040,tablebutter,159,321,206,342
IMG-20181103-WA0012.jpg,585,1040,paneer,79,436,130,511
IMG-20181103-WA0012.jpg,585,1040,paneer,138,435,189,510
IMG-20181103-WA0012.jpg,585,1040,paneer,187,445,241,509
IMG-20181103-WA0012.jpg,585,1040,paneer,250,436,316,509
IMG-20181103-WA0012.jpg,585,1040,setcurd,83,549,131,622
IMG-20181103-WA0012.jpg,585,1040,setcurd,86,618,135,684
IMG-20181103-WA0012.jpg,585,1040,curd,103,866,176,916
IMG-20181103-WA0012.jpg,585,1040,curd,173,875,237,919
IMG-20181103-WA0012.jpg,585,1040,curd,238,883,302,927
IMG-20181103-WA0012.jpg,585,1040,curd,306,881,370,925
IMG-20181103-WA0012.jpg,585,1040,curd,367,886,431,930
IMG-20181115-WA0007.jpg,585,1040,curd,147,680,232,749
IMG-20181115-WA0007.jpg,585,1040,curd,234,681,319,750
IMG-20181115-WA0007.jpg,585,1040,curd,318,684,403,753
IMG-20181115-WA0007.jpg,585,1040,curd,400,686,485,755
IMG-20181115-WA0007.jpg,585,1040,curd,149,648,235,681
IMG-20181115-WA0007.jpg,585,1040,curd,235,648,321,681
IMG-20181115-WA0007.jpg,585,1040,curd,317,650,403,683
IMG-20181115-WA0007.jpg,585,1040,curd,400,650,486,683
IMG-20181115-WA0007.jpg,585,1040,curd,146,775,189,838
IMG-20181115-WA0007.jpg,585,1040,curd,191,777,234,840
IMG-20181115-WA0007.jpg,585,1040,curd,245,777,288,840
IMG-20181115-WA0007.jpg,585,1040,curd,296,773,339,836
IMG-20181115-WA0007.jpg,585,1040,curd,334,776,377,839
IMG-20181115-WA0007.jpg,585,1040,curd,378,779,421,842
IMG-20181115-WA0007.jpg,585,1040,curd,426,786,469,849
IMG-20181115-WA0007.jpg,585,1040,setcurd,140,559,207,648
IMG-20181115-WA0007.jpg,585,1040,setcurd,303,491,400,556
IMG-20181115-WA0007.jpg,585,1040,tablebutter,109,329,229,370
IMG-20181115-WA0007.jpg,585,1040,tablebutter,108,379,228,420
IMG-20181115-WA0007.jpg,585,1040,tablebutter,108,421,228,462
IMG-20181115-WA0008.jpg,585,1040,paneer,57,362,155,489
IMG-20181115-WA0008.jpg,585,1040,paneer,155,359,253,486
IMG-20181115-WA0008.jpg,585,1040,paneer,56,270,152,365
IMG-20181115-WA0008.jpg,585,1040,setcurd,422,542,558,695
IMG-20181115-WA0008.jpg,585,1040,curd,136,697,239,783
IMG-20181115-WA0008.jpg,585,1040,curd,240,700,343,786
IMG-20181115-WA0008.jpg,585,1040,curd,136,786,249,823
IMG-20181115-WA0008.jpg,585,1040,curd,246,786,344,823
IMG-20181115-WA0008.jpg,585,1040,curd,342,703,389,781
IMG-20181115-WA0008.jpg,585,1040,curd,389,708,436,786
IMG-20181115-WA0008.jpg,585,1040,curd,456,708,503,786
IMG-20181115-WA0008.jpg,585,1040,curd,346,781,393,859
IMG-20181115-WA0008.jpg,585,1040,curd,395,784,442,862
IMG-20181115-WA0008.jpg,585,1040,curd,454,788,501,866
IMG-20181115-WA0008.jpg,585,1040,tablebutter,444,337,528,418
IMG-20181115-WA0008.jpg,585,1040,tablebutter,443,409,530,437
IMG-20181115-WA0008.jpg,585,1040,tablebutter,441,407,528,435
IMG-20181115-WA0008.jpg,585,1040,tablebutter,445,435,532,463
IMG-20181115-WA0008.jpg,585,1040,tablebutter,444,460,531,488
IMG-20181115-WA0009.jpg,585,1040,paneer,97,361,189,472
IMG-20181115-WA0009.jpg,585,1040,curd,260,672,333,743
IMG-20181115-WA0010.jpg,585,1040,setcurd,66,656,147,748
IMG-20181115-WA0010.jpg,585,1040,setcurd,64,751,149,828
IMG-20181115-WA0010.jpg,585,1040,setcurd,149,750,213,834
IMG-20181115-WA0010.jpg,585,1040,setcurd,80,579,128,661
IMG-20181115-WA0010.jpg,585,1040,setcurd,77,511,130,587
IMG-20181115-WA0010.jpg,585,1040,setcurd,138,515,175,584
IMG-20181115-WA0010.jpg,585,1040,setcurd,136,581,175,625
IMG-20181115-WA0010.jpg,585,1040,setcurd,136,620,177,670
IMG-20181115-WA0010.jpg,585,1040,curd,63,849,136,904
IMG-20181115-WA0010.jpg,585,1040,curd,61,908,136,945
IMG-20181115-WA0010.jpg,585,1040,curd,141,858,214,913
IMG-20181115-WA0010.jpg,585,1040,curd,214,862,287,917
IMG-20181115-WA0010.jpg,585,1040,curd,284,877,357,932
IMG-20181115-WA0010.jpg,585,1040,curd,359,895,432,950
IMG-20181115-WA0010.jpg,585,1040,paneer,55,387,114,484
IMG-20181115-WA0010.jpg,585,1040,paneer,123,394,182,491
IMG-20181115-WA0010.jpg,585,1040,paneer,196,395,255,492
IMG-20181115-WA0010.jpg,585,1040,paneer,98,333,150,396
IMG-20181115-WA0010.jpg,585,1040,paneer,162,331,214,394
IMG-20181115-WA0010.jpg,585,1040,tablebutter,52,257,97,310
IMG-20181115-WA0010.jpg,585,1040,tablebutter,50,205,95,258
IMG-20181115-WA0010.jpg,585,1040,tablebutter,49,157,94,210
IMG-20181115-WA0010.jpg,585,1040,tablebutter,99,158,146,198
IMG-20181115-WA0010.jpg,585,1040,tablebutter,98,201,145,241
IMG-20181115-WA0010.jpg,585,1040,tablebutter,101,245,148,285
IMG-20181115-WA0010.jpg,585,1040,tablebutter,99,288,146,328
IMG-20181115-WA0011.jpg,585,1040,curd,88,879,171,953
IMG-20181115-WA0011.jpg,585,1040,curd,174,879,232,939
IMG-20181115-WA0011.jpg,585,1040,curd,172,877,230,937
IMG-20181115-WA0011.jpg,585,1040,curd,236,873,294,933
IMG-20181115-WA0011.jpg,585,1040,curd,306,873,364,933
IMG-20181115-WA0011.jpg,585,1040,curd,369,873,427,933
IMG-20181115-WA0011.jpg,585,1040,curd,366,826,427,868
IMG-20181115-WA0011.jpg,585,1040,curd,303,827,364,869
IMG-20181115-WA0011.jpg,585,1040,curd,239,830,300,872
IMG-20181115-WA0011.jpg,585,1040,curd,177,833,238,875
IMG-20181115-WA0011.jpg,585,1040,curd,99,832,160,874
IMG-20181115-WA0011.jpg,585,1040,setcurd,72,581,139,671
IMG-20181115-WA0011.jpg,585,1040,setcurd,140,622,189,673
IMG-20181115-WA0011.jpg,585,1040,setcurd,140,572,189,623
IMG-20181115-WA0011.jpg,585,1040,setcurd,189,615,238,666
IMG-20181115-WA0011.jpg,585,1040,paneer,64,402,121,489
IMG-20181115-WA0011.jpg,585,1040,paneer,126,404,183,491
IMG-20181115-WA0011.jpg,585,1040,paneer,188,405,245,492
IMG-20181115-WA0011.jpg,585,1040,tablebutter,33,265,102,315
IMG-20181115-WA0011.jpg,585,1040,tablebutter,102,285,146,319
IMG-20181115-WA0011.jpg,585,1040,tablebutter,29,168,98,218
IMG-20181115-WA0011.jpg,585,1040,tablebutter,27,166,96,216
IMG-20181115-WA0011.jpg,585,1040,tablebutter,103,247,147,281
IMG-20181115-WA0011.jpg,585,1040,tablebutter,99,215,143,249
IMG-20181115-WA0011.jpg,585,1040,tablebutter,98,179,142,213
IMG-20181115-WA0011.jpg,585,1040,setcurd,108,686,186,753
IMG-20181115-WA0012.jpg,585,1040,tablebutter,60,179,130,220
IMG-20181115-WA0012.jpg,585,1040,tablebutter,61,221,131,262
IMG-20181115-WA0012.jpg,585,1040,tablebutter,78,317,148,358
IMG-20181115-WA0012.jpg,585,1040,tablebutter,134,196,199,230
IMG-20181115-WA0012.jpg,585,1040,tablebutter,68,272,138,313
IMG-20181115-WA0012.jpg,585,1040,tablebutter,136,270,201,304
IMG-20181115-WA0012.jpg,585,1040,tablebutter,131,227,196,261
IMG-20181115-WA0012.jpg,585,1040,tablebutter,150,314,215,348
IMG-20181115-WA0012.jpg,585,1040,paneer,116,478,194,574
IMG-20181115-WA0012.jpg,585,1040,paneer,192,486,270,582
IMG-20181115-WA0012.jpg,585,1040,paneer,125,405,199,483
IMG-20181115-WA0012.jpg,585,1040,setcurd,128,593,208,701
IMG-20181115-WA0012.jpg,585,1040,setcurd,127,704,222,761
IMG-20181115-WA0012.jpg,585,1040,setcurd,210,605,261,671
IMG-20181115-WA0012.jpg,585,1040,setcurd,209,677,261,726
IMG-20181115-WA0012.jpg,585,1040,setcurd,216,718,268,767
IMG-20181115-WA0012.jpg,585,1040,setcurd,417,869,504,940
IMG-20181115-WA0012.jpg,585,1040,curd,160,780,253,817
IMG-20181115-WA0012.jpg,585,1040,curd,158,818,251,855
IMG-20181115-WA0012.jpg,585,1040,curd,161,858,254,895
IMG-20181115-WA0012.jpg,585,1040,curd,164,899,257,936
IMG-20181115-WA0012.jpg,585,1040,curd,255,784,348,821
IMG-20181115-WA0012.jpg,585,1040,curd,256,823,349,860
IMG-20181115-WA0012.jpg,585,1040,curd,257,863,350,900
IMG-20181115-WA0012.jpg,585,1040,curd,259,903,352,940
IMG-20181115-WA0013.jpg,585,1040,tablebutter,64,325,146,395
IMG-20181115-WA0013.jpg,585,1040,tablebutter,64,392,142,445
IMG-20181115-WA0013.jpg,585,1040,tablebutter,147,413,214,450
IMG-20181115-WA0013.jpg,585,1040,tablebutter,147,375,214,412
IMG-20181115-WA0013.jpg,585,1040,tablebutter,145,334,212,371
IMG-20181115-WA0013.jpg,585,1040,tablebutter,143,304,210,341
IMG-20181115-WA0013.jpg,585,1040,tablebutter,144,266,211,303
IMG-20181115-WA0013.jpg,585,1040,tablebutter,70,285,137,322
IMG-20181115-WA0013.jpg,585,1040,tablebutter,210,336,280,364
IMG-20181115-WA0013.jpg,585,1040,tablebutter,213,364,283,392
IMG-20181115-WA0013.jpg,585,1040,tablebutter,214,396,284,424
IMG-20181115-WA0013.jpg,585,1040,tablebutter,279,322,349,350
IMG-20181115-WA0013.jpg,585,1040,tablebutter,282,360,352,388
IMG-20181115-WA0013.jpg,585,1040,tablebutter,283,388,353,416
IMG-20181115-WA0013.jpg,585,1040,tablebutter,282,414,352,442
IMG-20181115-WA0013.jpg,585,1040,paneer,89,565,175,679
IMG-20181115-WA0013.jpg,585,1040,paneer,176,565,262,679
IMG-20181115-WA0013.jpg,585,1040,setcurd,86,803,172,875
IMG-20181115-WA0013.jpg,585,1040,setcurd,84,732,170,804
IMG-20181115-WA0013.jpg,585,1040,setcurd,375,904,471,1008
IMG-20181115-WA0013.jpg,585,1040,curd,116,903,214,964
IMG-20181115-WA0013.jpg,585,1040,curd,115,955,214,1003
IMG-20181115-WA0014.jpg,585,1040,setcurd,39,564,135,717
IMG-20181115-WA0014.jpg,585,1040,setcurd,130,642,207,729
IMG-20181115-WA0014.jpg,585,1040,setcurd,135,554,207,637
IMG-20181115-WA0014.jpg,585,1040,paneer,32,370,121,512
IMG-20181115-WA0014.jpg,585,1040,curd,46,724,147,786
IMG-20181115-WA0014.jpg,585,1040,curd,47,784,148,846
IMG-20181115-WA0014.jpg,585,1040,curd,48,843,149,905
IMG-20181115-WA0014.jpg,585,1040,curd,147,752,248,814
IMG-20181115-WA0014.jpg,585,1040,curd,147,816,248,878
IMG-20181115-WA0014.jpg,585,1040,curd,151,876,252,938
IMG-20181115-WA0014.jpg,585,1040,tablebutter,358,342,431,402
IMG-20181115-WA0014.jpg,585,1040,tablebutter,361,406,435,434
IMG-20181115-WA0014.jpg,585,1040,tablebutter,356,440,430,468
IMG-20181115-WA0014.jpg,585,1040,tablebutter,352,470,426,498
IMG-20181115-WA0014.jpg,585,1040,tablebutter,353,501,427,529
IMG-20181115-WA0014.jpg,585,1040,tablebutter,464,331,544,367
IMG-20181115-WA0014.jpg,585,1040,tablebutter,463,368,543,404
IMG-20181115-WA0014.jpg,585,1040,tablebutter,455,408,535,444
IMG-20181115-WA0014.jpg,585,1040,tablebutter,451,445,531,481
IMG-20181115-WA0014.jpg,585,1040,tablebutter,447,485,527,521
IMG-20181115-WA0014.jpg,585,1040,tablebutter,443,521,523,557
IMG-20181115-WA0015.jpg,585,1040,paneer,22,389,138,517
IMG-20181115-WA0015.jpg,585,1040,paneer,68,209,188,347
IMG-20181115-WA0015.jpg,585,1040,setcurd,44,579,147,728
IMG-20181115-WA0015.jpg,585,1040,setcurd,152,662,224,745
IMG-20181115-WA0015.jpg,585,1040,setcurd,150,572,221,659
IMG-20181115-WA0015.jpg,585,1040,curd,255,844,321,966
IMG-20181115-WA0015.jpg,585,1040,curd,318,838,384,960
IMG-20181115-WA0015.jpg,585,1040,curd,386,840,452,962
IMG-20181115-WA0015.jpg,585,1040,curd,155,767,247,848
IMG-20181115-WA0015.jpg,585,1040,tablebutter,399,509,488,545
IMG-20181115-WA0015.jpg,585,1040,tablebutter,402,471,491,507
IMG-20181115-WA0015.jpg,585,1040,tablebutter,407,433,496,469
IMG-20181115-WA0015.jpg,585,1040,tablebutter,408,401,497,437
IMG-20181115-WA0015.jpg,585,1040,tablebutter,422,365,511,401
IMG-20181115-WA0015.jpg,585,1040,tablebutter,489,508,578,544
IMG-20181115-WA0015.jpg,585,1040,tablebutter,493,475,582,511
IMG-20181115-WA0015.jpg,585,1040,tablebutter,495,437,584,473
IMG-20181115-WA0015.jpg,585,1040,tablebutter,496,394,585,430
IMG-20181115-WA0015.jpg,585,1040,tablebutter,496,361,585,397
IMG-20181115-WA0016.jpg,585,1040,setcurd,121,608,180,707
IMG-20181115-WA0016.jpg,585,1040,setcurd,115,504,174,603
IMG-20181115-WA0016.jpg,585,1040,setcurd,180,622,235,682
IMG-20181115-WA0016.jpg,585,1040,setcurd,178,562,233,622
IMG-20181115-WA0016.jpg,585,1040,paneer,100,367,186,473
IMG-20181115-WA0016.jpg,585,1040,tablebutter,258,264,324,283
IMG-20181115-WA0016.jpg,585,1040,tablebutter,257,239,323,258
IMG-20181115-WA0016.jpg,585,1040,tablebutter,258,224,324,243
IMG-20181115-WA0016.jpg,585,1040,tablebutter,257,199,323,218
IMG-20181115-WA0016.jpg,585,1040,tablebutter,258,176,324,195
IMG-20181115-WA0016.jpg,585,1040,tablebutter,260,154,326,173
IMG-20181115-WA0016.jpg,585,1040,tablebutter,323,264,375,284
IMG-20181115-WA0016.jpg,585,1040,tablebutter,324,185,376,205
IMG-20181115-WA0016.jpg,585,1040,tablebutter,320,238,372,258
IMG-20181115-WA0016.jpg,585,1040,tablebutter,320,216,372,236
IMG-20181115-WA0016.jpg,585,1040,tablebutter,322,194,374,214
IMG-20181115-WA0016.jpg,585,1040,curd,122,772,216,833
IMG-20181115-WA0016.jpg,585,1040,curd,128,833,222,894
IMG-20181115-WA0016.jpg,585,1040,curd,214,759,308,820
IMG-20181115-WA0016.jpg,585,1040,curd,220,822,314,883
IMG-20181115-WA0016.jpg,585,1040,curd,130,715,185,776
IMG-20181115-WA0016.jpg,585,1040,curd,186,713,266,758
IMG-20181115-WA0017.jpg,585,1040,curd,132,673,209,733
IMG-20181115-WA0017.jpg,585,1040,curd,129,727,213,775
IMG-20181115-WA0017.jpg,585,1040,curd,210,666,294,714
IMG-20181115-WA0017.jpg,585,1040,curd,211,718,295,766
IMG-20181115-WA0017.jpg,585,1040,curd,293,711,335,768
IMG-20181115-WA0017.jpg,585,1040,curd,296,659,338,716
IMG-20181115-WA0017.jpg,585,1040,curd,339,655,381,712
IMG-20181115-WA0017.jpg,585,1040,curd,341,717,383,774
IMG-20181115-WA0017.jpg,585,1040,curd,378,654,420,711
IMG-20181115-WA0017.jpg,585,1040,curd,381,716,423,773
IMG-20181115-WA0017.jpg,585,1040,setcurd,113,525,185,610
IMG-20181115-WA0017.jpg,585,1040,setcurd,116,437,188,522
IMG-20181115-WA0017.jpg,585,1040,paneer,116,286,185,386
IMG-20181115-WA0017.jpg,585,1040,tablebutter,247,202,319,221
IMG-20181115-WA0017.jpg,585,1040,tablebutter,248,175,320,194
IMG-20181115-WA0017.jpg,585,1040,tablebutter,246,148,318,167
IMG-20181115-WA0017.jpg,585,1040,tablebutter,247,94,319,113
IMG-20181115-WA0017.jpg,585,1040,tablebutter,245,122,317,141
IMG-20181115-WA0017.jpg,585,1040,tablebutter,320,201,380,217
IMG-20181115-WA0017.jpg,585,1040,tablebutter,321,183,381,199
IMG-20181115-WA0017.jpg,585,1040,tablebutter,319,120,379,136
IMG-20181115-WA0017.jpg,585,1040,tablebutter,317,154,377,170
IMG-20181115-WA0017.jpg,585,1040,tablebutter,316,135,376,151
IMG-20181115-WA0018.jpg,585,1040,tablebutter,337,303,412,353
IMG-20181115-WA0018.jpg,585,1040,tablebutter,337,353,425,379
IMG-20181115-WA0018.jpg,585,1040,tablebutter,428,408,497,432
IMG-20181115-WA0018.jpg,585,1040,tablebutter,339,377,427,403
IMG-20181115-WA0018.jpg,585,1040,tablebutter,339,405,427,431
IMG-20181115-WA0018.jpg,585,1040,tablebutter,429,382,498,406
IMG-20181115-WA0018.jpg,585,1040,tablebutter,426,358,495,382
IMG-20181115-WA0018.jpg,585,1040,tablebutter,430,298,494,351
IMG-20181115-WA0018.jpg,585,1040,setcurd,72,548,164,642
IMG-20181115-WA0018.jpg,585,1040,setcurd,80,492,150,554
IMG-20181115-WA0018.jpg,585,1040,setcurd,165,585,235,647
IMG-20181115-WA0018.jpg,585,1040,setcurd,161,527,231,589
IMG-20181115-WA0018.jpg,585,1040,curd,88,673,213,712
IMG-20181115-WA0018.jpg,585,1040,curd,88,710,213,749
IMG-20181115-WA0018.jpg,585,1040,curd,91,752,216,791
IMG-20181115-WA0018.jpg,585,1040,curd,211,669,336,708
IMG-20181115-WA0018.jpg,585,1040,curd,214,709,339,748
IMG-20181115-WA0018.jpg,585,1040,curd,215,746,340,785
IMG-20181115-WA0018.jpg,585,1040,curd,128,812,161,891
IMG-20181115-WA0018.jpg,585,1040,curd,331,667,456,706
IMG-20181115-WA0018.jpg,585,1040,curd,337,704,462,743
IMG-20181115-WA0018.jpg,585,1040,curd,334,744,459,783
IMG-20181115-WA0018.jpg,585,1040,curd,164,810,197,889
IMG-20181115-WA0018.jpg,585,1040,curd,207,809,255,879
IMG-20181115-WA0018.jpg,585,1040,curd,265,807,313,877
IMG-20181115-WA0018.jpg,585,1040,curd,308,807,356,877
IMG-20181115-WA0018.jpg,585,1040,curd,367,806,415,876
IMG-20181115-WA0018.jpg,585,1040,paneer,39,350,150,454
IMG-20181115-WA0019.jpg,585,1040,paneer,130,434,189,537
IMG-20181115-WA0019.jpg,585,1040,paneer,194,434,253,537
IMG-20181115-WA0019.jpg,585,1040,paneer,265,448,352,558
IMG-20181115-WA0019.jpg,585,1040,tablebutter,268,328,333,354
IMG-20181115-WA0019.jpg,585,1040,tablebutter,266,293,331,319
IMG-20181115-WA0019.jpg,585,1040,tablebutter,263,222,328,248
IMG-20181115-WA0019.jpg,585,1040,tablebutter,264,262,329,288
IMG-20181115-WA0019.jpg,585,1040,tablebutter,413,333,478,359
IMG-20181115-WA0019.jpg,585,1040,tablebutter,412,303,477,329
IMG-20181115-WA0019.jpg,585,1040,tablebutter,410,275,475,301
IMG-20181115-WA0019.jpg,585,1040,tablebutter,410,239,475,265
IMG-20181115-WA0019.jpg,585,1040,tablebutter,413,214,478,240
IMG-20181115-WA0019.jpg,585,1040,tablebutter,335,308,402,351
IMG-20181115-WA0019.jpg,585,1040,tablebutter,338,229,405,296
IMG-20181115-WA0019.jpg,585,1040,tablebutter,497,215,562,241
IMG-20181115-WA0019.jpg,585,1040,tablebutter,497,241,562,267
IMG-20181115-WA0019.jpg,585,1040,tablebutter,495,270,560,296
IMG-20181115-WA0019.jpg,585,1040,tablebutter,490,301,555,327
IMG-20181115-WA0019.jpg,585,1040,tablebutter,488,330,553,356
IMG-20181115-WA0019.jpg,585,1040,setcurd,143,626,213,718
IMG-20181115-WA0019.jpg,585,1040,setcurd,215,635,285,727
IMG-20181115-WA0019.jpg,585,1040,setcurd,147,574,205,636
IMG-20181115-WA0019.jpg,585,1040,curd,151,734,228,812
